entity,category1,category2,percent1,percent2,sentence,entity_start,entity_end
emü,ORG,O,75,25,"selliste eeskirjade puudumise tõttu tuleks vastavalt täiendada nõukogu 26. oktoobri 1971. aasta määrust ( EMÜ ) nr 2358/71 ( seemneturu ühise korralduse kohta ) , viimati muudetud määrusega ( EMÜ ) nr 1346/78 ja nõukogu 18. mai 1972. aasta määrust ( EMÜ ) nr 1035/72 ( puu- ja köögiviljaturu ühise korralduse kohta ) , viimati muudetud määrusega ( EMÜ ) nr 1766/78 ;",192,195
emü,ORG,O,75,25,"selliste eeskirjade puudumise tõttu tuleks vastavalt täiendada nõukogu 26. oktoobri 1971. aasta määrust ( EMÜ ) nr 2358/71 ( seemneturu ühise korralduse kohta ) , viimati muudetud määrusega ( EMÜ ) nr 1346/78 ja nõukogu 18. mai 1972. aasta määrust ( EMÜ ) nr 1035/72 ( puu- ja köögiviljaturu ühise korralduse kohta ) , viimati muudetud määrusega ( EMÜ ) nr 1766/78 ;",250,253
emü,ORG,O,75,25,"selliste eeskirjade puudumise tõttu tuleks vastavalt täiendada nõukogu 26. oktoobri 1971. aasta määrust ( EMÜ ) nr 2358/71 ( seemneturu ühise korralduse kohta ) , viimati muudetud määrusega ( EMÜ ) nr 1346/78 ja nõukogu 18. mai 1972. aasta määrust ( EMÜ ) nr 1035/72 ( puu- ja köögiviljaturu ühise korralduse kohta ) , viimati muudetud määrusega ( EMÜ ) nr 1766/78 ;",348,351
emü,ORG,O,75,25,"alati ei võimalda olemasolevad menetlused asjaomaseid määrusi küllalt kiiresti kohandada ; kohandamiste tehnilist iseloomu arvestades tuleks ette näha , et kohandamised võib pärast konsulteerimist ühise tollitariifistiku nomenklatuuri komiteega teha nõukogu 22. septembri 1966. aasta määruse ( EMÜ ) nr 136/66 / ( õli- ja rasvaturu ühise korralduse kohta ) , viimati muudetud määrusega ( EMÜ ) nr 1562/78 , artiklis 38 ja muude põllumajandustoodete turu ühist korraldust käsitlevate määruste vastavates artiklites sätestatud korras ,",294,297
emü,ORG,O,75,25,"alati ei võimalda olemasolevad menetlused asjaomaseid määrusi küllalt kiiresti kohandada ; kohandamiste tehnilist iseloomu arvestades tuleks ette näha , et kohandamised võib pärast konsulteerimist ühise tollitariifistiku nomenklatuuri komiteega teha nõukogu 22. septembri 1966. aasta määruse ( EMÜ ) nr 136/66 / ( õli- ja rasvaturu ühise korralduse kohta ) , viimati muudetud määrusega ( EMÜ ) nr 1562/78 , artiklis 38 ja muude põllumajandustoodete turu ühist korraldust käsitlevate määruste vastavates artiklites sätestatud korras ,",388,391
emü,ORG,O,75,25,Määrust ( EMÜ ) nr 2358/71 täiendatakse artikliga 8a ning määrust ( EMÜ ) nr 1035/72 täiendatakse artikliga 22a järgmiselt :,10,13
emü,ORG,O,75,25,Määrust ( EMÜ ) nr 2358/71 täiendatakse artikliga 8a ning määrust ( EMÜ ) nr 1035/72 täiendatakse artikliga 22a järgmiselt :,68,71
emü,ORG,O,75,25,"Ühise turukorraldusega hõlmatud toodete suhtes kohaldatavat ühise tollitariifistiku nomenklatuuri võib pärast konsulteerimist ühise tollitariifistiku nomenklatuuri komiteega kohandada määruse ( EMÜ ) nr 136/66 artiklis 38 või muude põllumajandusturgude ühist korraldust käsitlevate määruste vastavates artiklites sätestatud korras , kui sellised kohandamised",194,197
emü,ORG,O,75,25,Käesoleva määruse kohaldamisel kinnitatakse määruse nr 136/66 / EMÜ artikli 37 alusel loodud komitee pädevus määrusega ( EMÜ ) nr 827/68 hõlmatud toodete osas .,121,124
emü,ORG,O,75,25,"9 ) komisjoni 2. juuli 1993. aasta määrusega ( EÜ ) nr 2454/93 , millega kehtestatakse rakendussätted nõukogu määrusele ( EMÜ ) nr 2913/92 , millega kehtestatakse ühenduse tolliseadustik , 5 kodifitseeritakse tollideklaratsioonide kuupäevade järjekorra alusel kasutatavate tariifikvootide haldamist käsitlevad sätted ,",122,125
emü,ORG,O,75,25,"Tariifikvoote , mille järjekorranumber on suurem kui 09.5100 , haldab komisjon vastavalt määruse ( EMÜ ) nr 2454/93 artiklitele 308a , 308b ja 308c .",99,102
emü,ORG,O,75,25,"1 Nagu on määratletud komisjoni 12. oktoobri 1999. aasta määruses ( EÜ ) nr 2204/1999 , millega muudetakse nõukogu määruse ( EMÜ ) nr 2658/87 ( tariifi- ja statistikanomenklatuuri ning ühise tollitariifistiku kohta ) I lisa ( EÜT L 278 , 28.10.1999 , lk 1 ) .",125,128
emü,ORG,O,75,25,"NÕUKOGU MÄÄRUS ( EMÜ ) nr 3671/81 , teatavate Türgist pärit põllumajandussaaduste ja -toodete ühendusse importimise kohta 15. detsember 1981",17,20
emü,ORG,O,75,25,"nõukogu 20. jaanuari 1981. aasta määruse ( EMÜ ) nr 562/81 ( tollimaksude vähendamise kohta teatavate Türgist pärit põllumajandussaaduste ja -toodete ühendusse importimisel ) 1 artikli 1 lõikega 2 nähakse ette , et toodete puhul , mille suhtes ühenduse eeskirjad näevad ette impordihinna järgimist , on soodustariifi kohaldamise tingimuseks selle hinna järgimine ;",43,46
emü,ORG,O,75,25,"võrdlushindade kehtimise ajal arvutatakse imporditud toodete hinnad piiril vastavalt nõukogu 18. mai 1972. aasta määruse ( EMÜ ) nr 1035/72 ( puu- ja köögiviljaturu ühise korralduse kohta , 2 viimati muudetud määrusega ( EMÜ ) nr 1116/81 3 ) artiklile 24 ; kui asjaomase mitteliikmesriigist pärit toote hind piiril on võrdlushinnast madalam , kehtestab komisjon asjaomasest riigist tuleva ekspordi suhtes tasakaalustusmaksu ;",123,126
emü,ORG,O,75,25,"võrdlushindade kehtimise ajal arvutatakse imporditud toodete hinnad piiril vastavalt nõukogu 18. mai 1972. aasta määruse ( EMÜ ) nr 1035/72 ( puu- ja köögiviljaturu ühise korralduse kohta , 2 viimati muudetud määrusega ( EMÜ ) nr 1116/81 3 ) artiklile 24 ; kui asjaomase mitteliikmesriigist pärit toote hind piiril on võrdlushinnast madalam , kehtestab komisjon asjaomasest riigist tuleva ekspordi suhtes tasakaalustusmaksu ;",221,224
emü,ORG,O,75,25,Türgist pärit puu- ja köögiviljade impordi suhtes tasakaalustusmaksu kehtestamine on samaväärne määruse ( EMÜ ) nr 562/81 artikli 1 lõikega 2 ettenähtud tingimuste täitmata jätmise kindlakstegemisega ; samal ajal tuleks peatada asjaomaste toodete suhtes soodustariifi kohaldamine ;,106,109
emü,ORG,O,75,25,"Kui komisjon kehtestab vastavalt määruse ( EMÜ ) nr 1035/72 artiklitele 25 ja 25a tasakaalustusmaksu teatavate Türgist pärit puu- ja köögiviljade impordi suhtes , taaskehtestab ta samal ajal nende toodete suhtes enne 1. jaanuari 1981 kohaldatud tollimaksud .",43,46
emü,ORG,O,75,25,"KOMISJONI MÄÄRUS ( EMÜ ) nr 1998/78 , milles sätestatakse suhkru laokulude hüvitamise üksikasjalikud eeskirjad 18. august 1978",19,22
emü,ORG,O,75,25,"võttes arvesse nõukogu 19. detsembri 1974. aasta määrust nr 3330/74 / EMÜ suhkruturu ühise korralduse kohta , viimati muudetud määrusega ( EMÜ ) nr 1396/78 , eriti selle artikli 8 lõiget 3 ,",139,142
emü,ORG,O,75,25,"ning arvestades , et : nõukogu 20. juuni 1977. aasta määrusega ( EMÜ ) nr 1358/77 , milles sätestatakse suhkru laokulude hüvitamise üldeeskirjad , muudetud määrusega ( EMÜ ) nr 1397/78 , nähakse ette laokulude hüvitamine mitte üksnes kõikidele suhkru rafineerijatele ja kõikidele sellistele suhkrutootjatele , kellele on kehtestatud põhikvoot , vaid ka kõikidele sellistele tuhksuhkru , tükksuhkru või kristalliseerunud suhkru tootjatele ja suhkrusektori spetsialiseeritud ettevõtjatele , kelle on heaks kiitnud see liikmesriik , mille territooriumil nad asuvad ; üksikasjalikud eeskirjad on vastu võetud komisjoni 9. märtsi 1970. aasta määrusega ( EMÜ ) nr 442/70 , milles sätestatakse suhkru laokulude hüvitamise süsteemi rakendamise üksikasjalikud eeskirjad , viimati muudetud määrusega ( EMÜ ) nr 1465/77 ; määrust ( EMÜ ) nr 442/70 on juba mitu korda muudetud ; uued muudatused on vajalikud , pidades eriti silmas määruse ( EMÜ ) nr 3330/74 artikliga 8 ettenähtud süsteemi laiendamist otseselt tahkest suhkrust saadud siirupitele ; seepärast tuleks selguse huvides vastu võtta uus määrus , mis sisaldaks laokulude hüvitamise üksikasjalikke eeskirju ;",65,68
emü,ORG,O,75,25,"ning arvestades , et : nõukogu 20. juuni 1977. aasta määrusega ( EMÜ ) nr 1358/77 , milles sätestatakse suhkru laokulude hüvitamise üldeeskirjad , muudetud määrusega ( EMÜ ) nr 1397/78 , nähakse ette laokulude hüvitamine mitte üksnes kõikidele suhkru rafineerijatele ja kõikidele sellistele suhkrutootjatele , kellele on kehtestatud põhikvoot , vaid ka kõikidele sellistele tuhksuhkru , tükksuhkru või kristalliseerunud suhkru tootjatele ja suhkrusektori spetsialiseeritud ettevõtjatele , kelle on heaks kiitnud see liikmesriik , mille territooriumil nad asuvad ; üksikasjalikud eeskirjad on vastu võetud komisjoni 9. märtsi 1970. aasta määrusega ( EMÜ ) nr 442/70 , milles sätestatakse suhkru laokulude hüvitamise süsteemi rakendamise üksikasjalikud eeskirjad , viimati muudetud määrusega ( EMÜ ) nr 1465/77 ; määrust ( EMÜ ) nr 442/70 on juba mitu korda muudetud ; uued muudatused on vajalikud , pidades eriti silmas määruse ( EMÜ ) nr 3330/74 artikliga 8 ettenähtud süsteemi laiendamist otseselt tahkest suhkrust saadud siirupitele ; seepärast tuleks selguse huvides vastu võtta uus määrus , mis sisaldaks laokulude hüvitamise üksikasjalikke eeskirju ;",168,171
emü,ORG,O,75,25,"ning arvestades , et : nõukogu 20. juuni 1977. aasta määrusega ( EMÜ ) nr 1358/77 , milles sätestatakse suhkru laokulude hüvitamise üldeeskirjad , muudetud määrusega ( EMÜ ) nr 1397/78 , nähakse ette laokulude hüvitamine mitte üksnes kõikidele suhkru rafineerijatele ja kõikidele sellistele suhkrutootjatele , kellele on kehtestatud põhikvoot , vaid ka kõikidele sellistele tuhksuhkru , tükksuhkru või kristalliseerunud suhkru tootjatele ja suhkrusektori spetsialiseeritud ettevõtjatele , kelle on heaks kiitnud see liikmesriik , mille territooriumil nad asuvad ; üksikasjalikud eeskirjad on vastu võetud komisjoni 9. märtsi 1970. aasta määrusega ( EMÜ ) nr 442/70 , milles sätestatakse suhkru laokulude hüvitamise süsteemi rakendamise üksikasjalikud eeskirjad , viimati muudetud määrusega ( EMÜ ) nr 1465/77 ; määrust ( EMÜ ) nr 442/70 on juba mitu korda muudetud ; uued muudatused on vajalikud , pidades eriti silmas määruse ( EMÜ ) nr 3330/74 artikliga 8 ettenähtud süsteemi laiendamist otseselt tahkest suhkrust saadud siirupitele ; seepärast tuleks selguse huvides vastu võtta uus määrus , mis sisaldaks laokulude hüvitamise üksikasjalikke eeskirju ;",649,652
emü,ORG,O,75,25,"ning arvestades , et : nõukogu 20. juuni 1977. aasta määrusega ( EMÜ ) nr 1358/77 , milles sätestatakse suhkru laokulude hüvitamise üldeeskirjad , muudetud määrusega ( EMÜ ) nr 1397/78 , nähakse ette laokulude hüvitamine mitte üksnes kõikidele suhkru rafineerijatele ja kõikidele sellistele suhkrutootjatele , kellele on kehtestatud põhikvoot , vaid ka kõikidele sellistele tuhksuhkru , tükksuhkru või kristalliseerunud suhkru tootjatele ja suhkrusektori spetsialiseeritud ettevõtjatele , kelle on heaks kiitnud see liikmesriik , mille territooriumil nad asuvad ; üksikasjalikud eeskirjad on vastu võetud komisjoni 9. märtsi 1970. aasta määrusega ( EMÜ ) nr 442/70 , milles sätestatakse suhkru laokulude hüvitamise süsteemi rakendamise üksikasjalikud eeskirjad , viimati muudetud määrusega ( EMÜ ) nr 1465/77 ; määrust ( EMÜ ) nr 442/70 on juba mitu korda muudetud ; uued muudatused on vajalikud , pidades eriti silmas määruse ( EMÜ ) nr 3330/74 artikliga 8 ettenähtud süsteemi laiendamist otseselt tahkest suhkrust saadud siirupitele ; seepärast tuleks selguse huvides vastu võtta uus määrus , mis sisaldaks laokulude hüvitamise üksikasjalikke eeskirju ;",792,795
emü,ORG,O,75,25,"ning arvestades , et : nõukogu 20. juuni 1977. aasta määrusega ( EMÜ ) nr 1358/77 , milles sätestatakse suhkru laokulude hüvitamise üldeeskirjad , muudetud määrusega ( EMÜ ) nr 1397/78 , nähakse ette laokulude hüvitamine mitte üksnes kõikidele suhkru rafineerijatele ja kõikidele sellistele suhkrutootjatele , kellele on kehtestatud põhikvoot , vaid ka kõikidele sellistele tuhksuhkru , tükksuhkru või kristalliseerunud suhkru tootjatele ja suhkrusektori spetsialiseeritud ettevõtjatele , kelle on heaks kiitnud see liikmesriik , mille territooriumil nad asuvad ; üksikasjalikud eeskirjad on vastu võetud komisjoni 9. märtsi 1970. aasta määrusega ( EMÜ ) nr 442/70 , milles sätestatakse suhkru laokulude hüvitamise süsteemi rakendamise üksikasjalikud eeskirjad , viimati muudetud määrusega ( EMÜ ) nr 1465/77 ; määrust ( EMÜ ) nr 442/70 on juba mitu korda muudetud ; uued muudatused on vajalikud , pidades eriti silmas määruse ( EMÜ ) nr 3330/74 artikliga 8 ettenähtud süsteemi laiendamist otseselt tahkest suhkrust saadud siirupitele ; seepärast tuleks selguse huvides vastu võtta uus määrus , mis sisaldaks laokulude hüvitamise üksikasjalikke eeskirju ;",821,824
emü,ORG,O,75,25,"ning arvestades , et : nõukogu 20. juuni 1977. aasta määrusega ( EMÜ ) nr 1358/77 , milles sätestatakse suhkru laokulude hüvitamise üldeeskirjad , muudetud määrusega ( EMÜ ) nr 1397/78 , nähakse ette laokulude hüvitamine mitte üksnes kõikidele suhkru rafineerijatele ja kõikidele sellistele suhkrutootjatele , kellele on kehtestatud põhikvoot , vaid ka kõikidele sellistele tuhksuhkru , tükksuhkru või kristalliseerunud suhkru tootjatele ja suhkrusektori spetsialiseeritud ettevõtjatele , kelle on heaks kiitnud see liikmesriik , mille territooriumil nad asuvad ; üksikasjalikud eeskirjad on vastu võetud komisjoni 9. märtsi 1970. aasta määrusega ( EMÜ ) nr 442/70 , milles sätestatakse suhkru laokulude hüvitamise süsteemi rakendamise üksikasjalikud eeskirjad , viimati muudetud määrusega ( EMÜ ) nr 1465/77 ; määrust ( EMÜ ) nr 442/70 on juba mitu korda muudetud ; uued muudatused on vajalikud , pidades eriti silmas määruse ( EMÜ ) nr 3330/74 artikliga 8 ettenähtud süsteemi laiendamist otseselt tahkest suhkrust saadud siirupitele ; seepärast tuleks selguse huvides vastu võtta uus määrus , mis sisaldaks laokulude hüvitamise üksikasjalikke eeskirju ;",929,932
emü,ORG,O,75,25,"määruse ( EMÜ ) nr 1358/77 kohaselt määratakse hüvitisi üksnes sellistele valge suhkru ja toorsuhkru kogustele , mis on toodetud maksimumkvoodi piires ja mida ladustatakse laos , mille on heaks kiitnud liikmesriik , mille territooriumil ladu asub ; seepärast on vaja piirata heakskiitmist liikmesriikide järelevalvevõimaluste kohaselt ja sundida hüvitise saajaid hõlbustama sellise järelevalve läbiviimist ;",10,13
emü,ORG,O,75,25,"toorsuhkru hüvitiste ja maksude arvutamise meetod ei tohi kaasa tuua kõnealuse suhkru ja valge suhkru vahelise konkurentsi moonutamist ; sel eesmärgil tuleks toorsuhkur väljendada valge suhkruna , võttes asjaomase liikmesriigi valikul arvesse kas nõukogu 9. aprilli 1968. aasta määrusega ( EMÜ ) nr 431/68 , milles sätestatakse toorsuhkru standardkvaliteet ja määratakse kindlaks ühenduse piiripunkt suhkru CIF-hindade arvutamiseks , ettenähtud saagise valemit või kindlaksmääratud saagise valemit ;",290,293
emü,ORG,O,75,25,"teatavate hiljem järelevalve all tahkeks suhkruks töödeldavate siirupite kaasamisel laokulude hüvitamise süsteemi määruse ( EMÜ ) nr 3330/74 artikli 8 lõike 1 esimese lõigu kolmanda taande tähenduses tuleb kõnealused siirupid ladustada erikonteinerites ; kõnealuste siirupite hüvitised ja maksud tuleks arvutada asjaomase liikmesriigi valikul kas vastavalt tegelikule saagisele või vastavalt ekstraheeritava suhkru sisaldusele ; ekstraheeritava suhkru sisaldus määratakse komisjoni 12. märtsi 1973. aasta määruse ( EMÜ ) nr 700/73 ( milles sätestatakse suhkru kvoodisüsteemi rakendamise teatavad üksikasjalikud eeskirjad , viimati muudetud määrusega ( EMÜ ) nr 1573/76 ) artikli 1 lõikes 5 kogu ühenduse jaoks ühtselt kindlaksmääratud meetodil ;",124,127
emü,ORG,O,75,25,"teatavate hiljem järelevalve all tahkeks suhkruks töödeldavate siirupite kaasamisel laokulude hüvitamise süsteemi määruse ( EMÜ ) nr 3330/74 artikli 8 lõike 1 esimese lõigu kolmanda taande tähenduses tuleb kõnealused siirupid ladustada erikonteinerites ; kõnealuste siirupite hüvitised ja maksud tuleks arvutada asjaomase liikmesriigi valikul kas vastavalt tegelikule saagisele või vastavalt ekstraheeritava suhkru sisaldusele ; ekstraheeritava suhkru sisaldus määratakse komisjoni 12. märtsi 1973. aasta määruse ( EMÜ ) nr 700/73 ( milles sätestatakse suhkru kvoodisüsteemi rakendamise teatavad üksikasjalikud eeskirjad , viimati muudetud määrusega ( EMÜ ) nr 1573/76 ) artikli 1 lõikes 5 kogu ühenduse jaoks ühtselt kindlaksmääratud meetodil ;",515,518
emü,ORG,O,75,25,"teatavate hiljem järelevalve all tahkeks suhkruks töödeldavate siirupite kaasamisel laokulude hüvitamise süsteemi määruse ( EMÜ ) nr 3330/74 artikli 8 lõike 1 esimese lõigu kolmanda taande tähenduses tuleb kõnealused siirupid ladustada erikonteinerites ; kõnealuste siirupite hüvitised ja maksud tuleks arvutada asjaomase liikmesriigi valikul kas vastavalt tegelikule saagisele või vastavalt ekstraheeritava suhkru sisaldusele ; ekstraheeritava suhkru sisaldus määratakse komisjoni 12. märtsi 1973. aasta määruse ( EMÜ ) nr 700/73 ( milles sätestatakse suhkru kvoodisüsteemi rakendamise teatavad üksikasjalikud eeskirjad , viimati muudetud määrusega ( EMÜ ) nr 1573/76 ) artikli 1 lõikes 5 kogu ühenduse jaoks ühtselt kindlaksmääratud meetodil ;",652,655
emü,ORG,O,75,25,"määruse ( EMÜ ) nr 1358/77 artikli 3 lõikega 2 nähakse ette , et erilistel asjaoludel võib vastu võtta kuu alguses veetavat suhkrut käsitlevad erisätted ; sellised erilised asjaolud valitsevad Prantsuse ülemeredepartemangudes toodetud toorsuhkru puhul seoses sellega , et kõnealust toodangut ei tarbita kohapeal ; kõnealuste departemangude ja Euroopa vaheline suur kaugus tähendab , et vedamiseks kulub mitu nädalat ; seepärast on vältimatu , et kõnealust suhkrut tuleks vedada üldjuhul kalendrikuu esimesel kuupäeval ; hüvitis tuleks vastavalt määrata lühemaks ajaks kui üks kuu ; ühest heakskiidetud laost teise samas liikmesriigis asuvasse heakskiidetud lattu veetava suhkru puhul tuleks näha ette süsteem , mis oleks mutatis mutandis analoogne Prantsuse ülemeredepartemangudest pärit roosuhkru puhul kohaldatava süsteemiga ;",10,13
emü,ORG,O,75,25,"majanduslikel põhjustel tuleks terminit “ tootja heakskiidetud ladu ” laiendada renditud ladudele , tingimusel et asjaomane liikmesriik on need heaks kiitnud ja selleks eelneva nõusoleku andnud , välja arvatud juhtudel , kui töötlemist käsitlev leping , mille alusel ladu renditakse , on komisjoni määruse ( EMÜ ) nr 700/73 artikli 3 lõike 2 punkti a kohaselt juba heaks kiidetud ;",308,311
emü,ORG,O,75,25,"määruse ( EMÜ ) nr 1358/77 artikli 5 alusel tuleb hüvitise summa kindlaksmääramisel arvesse võtta rahastamiskulusid ; seepärast on kohane laokulude hüvitist mitte määrata , kui suhkru toetust on eelnevalt rahastatud vastavalt nõukogu 4. märtsi 1969. aasta määrusele ( EMÜ ) nr 441/69 , milles sätestatakse täiendavad üldeeskirjad eksporditoetuste määramiseks sellistele ühtse hinnasüsteemi alla kuuluvatele toodetele , mida eksporditakse töötlemata kujul või asutamislepingu II lisas nimetamata kauba kujul , viimati muudetud määrusega ( EMÜ ) nr 1181/72 ;",10,13
emü,ORG,O,75,25,"määruse ( EMÜ ) nr 1358/77 artikli 5 alusel tuleb hüvitise summa kindlaksmääramisel arvesse võtta rahastamiskulusid ; seepärast on kohane laokulude hüvitist mitte määrata , kui suhkru toetust on eelnevalt rahastatud vastavalt nõukogu 4. märtsi 1969. aasta määrusele ( EMÜ ) nr 441/69 , milles sätestatakse täiendavad üldeeskirjad eksporditoetuste määramiseks sellistele ühtse hinnasüsteemi alla kuuluvatele toodetele , mida eksporditakse töötlemata kujul või asutamislepingu II lisas nimetamata kauba kujul , viimati muudetud määrusega ( EMÜ ) nr 1181/72 ;",268,271
emü,ORG,O,75,25,"määruse ( EMÜ ) nr 1358/77 artikli 5 alusel tuleb hüvitise summa kindlaksmääramisel arvesse võtta rahastamiskulusid ; seepärast on kohane laokulude hüvitist mitte määrata , kui suhkru toetust on eelnevalt rahastatud vastavalt nõukogu 4. märtsi 1969. aasta määrusele ( EMÜ ) nr 441/69 , milles sätestatakse täiendavad üldeeskirjad eksporditoetuste määramiseks sellistele ühtse hinnasüsteemi alla kuuluvatele toodetele , mida eksporditakse töötlemata kujul või asutamislepingu II lisas nimetamata kauba kujul , viimati muudetud määrusega ( EMÜ ) nr 1181/72 ;",538,541
emü,ORG,O,75,25,"laokulude hüvitamist kohaldatakse üksnes maksimumkvoodi piires toodetud valge suhkru , toorsuhkru ja siirupite koguste suhtes määruse ( EMÜ ) nr 3330/74 artikli 8 tähenduses ; kui kõnealuse määruse artikli 30 sätteid ei kohaldata , saab alles suhkru turustusaasta lõpuosas teada , kas mõni toodetud suhkrukogus ületab maksimumkvooti ; selleks ajaks on töötlejad saanud hüvitise , milleks nad ei ole õigustatud ; seepärast tuleb võtta meetmed kõnealustele kogustele makstud hüvitise tagasimaksmise kohta ;",136,139
emü,ORG,O,75,25,"Liikmesriigid annavad määruse ( EMÜ ) nr 1358/77 artikli 2 lõikes 1 nimetatud heakskiidu kõikidele tuhksuhkru , tükksuhkru või kristalliseerunud suhkru tootjatele või kõikidele suhkrusektori spetsialiseeritud ettevõtjatele käesolevas määruses määratletud tähenduses .",32,35
emü,ORG,O,75,25,"Liikmesriigid annavad määruse ( EMÜ ) nr 1358/77 artikli 3 lõikes 1 nimetatud heakskiidu üksnes nendele ladudele , mille puhul saab teostada vajalikku järelevalvet , ja tingimusel , et suhkru või siirupite omanik tagab alati sellise järelevalve võimalikkuse .",32,35
emü,ORG,O,75,25,"a ) kõnealuse suhkru saagise põhjal , mis on määratud määruse ( EMÜ ) nr 431/68 artikli 1 sätete kohaselt ,",64,67
emü,ORG,O,75,25,Määruse ( EMÜ ) nr 3330/74 artikli 8 lõike 1 esimese lõigu kolmandas taandes nimetatud enne kristalliseerumisfaasi saadud siirupite suhtes kohaldatav hüvitis ja maks arvutatakse ekstraheeritava suhkru sisalduse põhjal .,10,13
emü,ORG,O,75,25,Ekstraheeritava suhkru sisaldus määratakse vastavalt määruse ( EMÜ ) nr 700/73 artikli 1 lõike 5 sätetele .,63,66
emü,ORG,O,75,25,Määruse ( EMÜ ) nr 3330/74 artikli 8 lõike 1 esimese lõigu neljandas taandes ja kõnealuse artikli teise lõigu neljandas taandes nimetatud kristalliseerunud suhkru lahustamisel saadud siirupite hüvitis arvutatakse nende sahharoosisisalduse põhjal .,10,13
emü,ORG,O,75,25,Määruse ( EMÜ ) nr 3330/74 artikli 8 lõike 1 teise lõigu viiendas taandes nimetatud otseselt soodustoorsuhkrust saadud siirupite suhtes kohaldatav hüvitis ja maks arvutatakse lõikes 3 kirjeldatud meetodil .,10,13
emü,ORG,O,75,25,"- siirup on segatud tootega , mida ei ole nimetatud määruse ( EMÜ ) nr 3330/74 artiklis 8 ,",62,65
emü,ORG,O,75,25,"Hüvitis määratakse üksnes nendele määruse ( EMÜ ) nr 1358/77 artikli 2 lõikes 1 loetletud hüvitise saamise õigust omavatele isikutele , kes olid eelmises lõigus nimetatud ladustamise ajal suhkru omanikud .",44,47
emü,ORG,O,75,25,Määruse ( EMÜ ) nr 1358/77 artikli 4 lõikes 2 nimetatud laokulude hüvitise saamise nõuetele vastava suhkrukoguse arvutamisel käsitletakse lõikes 1 nimetatud suhkrut kuu viimasel päeval kell 24.00 veel lähtelaos ladustatuna ja järgmise kuu esimesel päeval kell 00.00 juba sihtlaos ladustatuna .,10,13
emü,ORG,O,75,25,Määruse ( EMÜ ) nr 3330/74 artikli 8 lõike 1 kolmanda lõigu punktis a nimetatud toodete puhul arvutatakse maks nende realiseerimise hetkel .,10,13
emü,ORG,O,75,25,"e ) suhkrule või siirupitele lõhna- , maitse- või värvainete lisamist või suhkru või siirupite segamist toodetega , mis ei ole nimetatud määruse ( EMÜ ) nr 3330/74 artiklis 8 , nii et kõnealune segu ei vasta enam artikli 9 kohaselt antava laokulude hüvitise saamise nõuetele ;",147,150
emü,ORG,O,75,25,h ) suhkru või siirupite suunamist ühele määruse ( EMÜ ) nr 441/69 artiklites 2 ja 3 nimetatud menetlusele .,51,54
emü,ORG,O,75,25,Määruse ( EMÜ ) nr 3330/74 artikli 8 lõike 1 kolmanda lõigu punktis b osutatud soodussuhkru puhul arvutatakse maks importimise päeval .,10,13
emü,ORG,O,75,25,"Määruse ( EMÜ ) nr 3330/74 artikli 8 lõike 1 kolmanda lõigu punktis c osutatud soodussuhkru puhul arvutatakse maks suhkru rafineerimise kuu lõpus , kui seda ei ole juba arvutatud .",10,13
emü,ORG,O,75,25,"Artikli 12 lõike 1 kohaldamisel hõlmab väljend “ tootja heakskiidetud ladu ” samuti mõnelt teiselt tootjalt renditud ladu , kus ladustatakse kõnealuse teise tootja poolt määruse ( EMÜ ) nr 700/73 artikli 3 lõikes 2 nimetatud lepingu alusel toodetud suhkrut .",180,183
emü,ORG,O,75,25,"Hüvitist ei määrata toodetele , mille suhtes kohaldatakse mõnda määruse ( EMÜ ) nr 441/69 artiklites 2 ja 3 osutatud menetlust .",74,77
emü,ORG,O,75,25,"Kui liikmesriik otsustab , et määruse ( EMÜ ) nr 3330/74 artikli 30 sätteid tema territooriumil ei kohaldata , nõuab ta kõikide selle otsuse tõttu maksimumkvooti ületavate suhkrukoguste jaoks makstud hüvitiste tagasimaksmist .",40,43
emü,ORG,O,75,25,Käesolevaga tunnistatakse määrus ( EMÜ ) nr 442/70 kehtetuks .,35,38
emü,ORG,O,75,25,"KOMISJONI MÄÄRUS ( EMÜ ) nr 1148/93 , milles sätestatakse tõuhobuste Prantsuse ülemeredepartemangudesse tarnimise erimeetmete üksikasjalikud rakenduseeskirjad 11. mai 1993",19,22
emü,ORG,O,75,25,"võttes arvesse nõukogu 16. detsembri 1991. aasta määrust ( EMÜ ) nr 3763/91 , millega kehtestatakse Prantsuse ülemeredepartemangude kasuks erimeetmed seoses teatavate põllumajandustoodetega , 1 muudetud komisjoni määrusega ( EMÜ ) nr 3714/92 , 2 eriti selle artikli 4 lõiget 5 ,",59,62
emü,ORG,O,75,25,"võttes arvesse nõukogu 16. detsembri 1991. aasta määrust ( EMÜ ) nr 3763/91 , millega kehtestatakse Prantsuse ülemeredepartemangude kasuks erimeetmed seoses teatavate põllumajandustoodetega , 1 muudetud komisjoni määrusega ( EMÜ ) nr 3714/92 , 2 eriti selle artikli 4 lõiget 5 ,",225,228
emü,ORG,O,75,25,"võttes arvesse nõukogu 28. detsembri 1992. aasta määrust ( EMÜ ) nr 3813/92 ühise põllumajanduspoliitika raames kohaldatava arvestusühiku väärtuse ja ümberarvestuskursside kohta , 3 eriti selle artiklit 12 ,",59,62
